"","lhs","op","rhs","label","est","se","z","pvalue","ci.lower","ci.upper"
"20","yield_per_plant","~","yield_per_spike","YPS_YPP",0.512059732839684,0.0187962031840418,27.2427217255466,0,0.475219851552865,0.548899614126503
"21","yield_per_plant","~","reproductive_tiller_ct","RTC_YPP",0.62432102585717,0.0198777491486905,31.4080342390425,0,0.585361353432015,0.663280698282325
"22","FPS_YPS_Direct",":=","FPS_YPS","FPS_YPS_Direct",0.491863292909323,0.0110287607444563,44.5982376720398,0,0.47024731905608,0.513479266762566
"23","FPS_YPS_Indirect",":=","FPS_FSU*FSU_YPS","FPS_YPS_Indirect",-0.32389162742351,0.0201930096734541,-16.039789643111,0,-0.363469199122949,-0.284314055724071
"24","ANT_YPS_Indirect",":=","(ANT_FSU*FSU_YPS)+(ANT_TGW*TGW_YPS)","ANT_YPS_Indirect",0.0826815055298407,0.0286471273507734,2.88620581454595,0.00389917081810354,0.0265341676617925,0.138828843397889
"25","STD_YPS_Indirect",":=","(STD_FSU*FSU_YPS)+(STD_TGW*TGW_YPS)","STD_YPS_Indirect",0.218949649276041,0.0237823404911083,9.2063962063743,0,0.1723371184454,0.265562180106682
"26","SPD_YPS_Indirect",":=","(SPD_FSU*FSU_YPS)+(SPD_TGW*TGW_YPS)","SPD_YPS_Indirect",-0.222863522388975,0.0226897816638585,-9.82219774921696,0,-0.267334677267215,-0.178392367510735
"27","HIT_YPS_Indirect",":=","(HIT_FSU*FSU_YPS)+(HIT_TGW*TGW_YPS)","HIT_YPS_Indirect",0.1035746152722,0.025175822794676,4.1140508541434,3.88775728497048e-05,0.0542309093134723,0.152918321230927
"28","FLA_YPS_Indirect",":=","(FLA_FSU*FSU_YPS)+(FLA_TGW*TGW_YPS)","FLA_YPS_Indirect",0.167656274891657,0.0237740092397482,7.05208251586569,1.7625900738949e-12,0.121060073013628,0.214252476769686
"29","RTC_YPS_Indirect",":=","(RTC_FSU*FSU_YPS)+(RTC_TGW*TGW_YPS)","RTC_YPS_Indirect",-0.000104033317746539,0.0238111300012694,-0.00436910460532503,0.99651396998173,-0.0467729905514357,0.0465649239159426
"30","FSU_YPS_Direct",":=","FSU_YPS","FSU_YPS_Direct",0.696372486954719,0.0108086016336117,64.4276207561577,0,0.675188017029599,0.717556956879839
"31","TGW_YPS_Direct",":=","TGW_YPS","TGW_YPS_Direct",0.352760087508566,0.0103228345699937,34.1727928619496,0,0.332527703533014,0.372992471484119
"32","SPS_YPS_Direct",":=","SPS_YPS","SPS_YPS_Direct",0.392070486424944,0.0108587072289173,36.1065528482839,0,0.370787811337601,0.413353161512286
"33","EMP_YPS_Indirect",":=","(EMP_TGW*TGW_YPS)+(EMP_FSU*FSU_YPS)","EMP_YPS_Indirect",0.128410178879451,0.0297033957924729,4.32308076075233,1.53865376941731e-05,0.0701925929076658,0.186627764851237
"34","FPS_YPP_Indirect",":=","(FPS_FSU*FSU_YPS*YPS_YPP)+(FPS_YPS*YPS_YPP)","FPS_YPP_Indirect",0.0860115261533023,0.0118027927210823,7.28738767051861,3.1596947280832e-13,0.0628784775029894,0.109144574803615
"35","HIT_YPP_Indirect",":=","(HIT_FSU*FSU_YPS*YPS_YPP)+(HIT_TGW*TGW_YPS*YPS_YPP)","HIT_YPP_Indirect",0.0530363898252557,0.0130376948321891,4.06792692327118,4.74332508584308e-05,0.027482977512741,0.0785898021377704
"36","STD_YPP_Indirect",":=","(STD_FSU*FSU_YPS*YPS_YPP)+(HIT_TGW*TGW_YPS*YPS_YPP)","STD_YPP_Indirect",0.110233809267231,0.0130300816357211,8.45994770785111,0,0.0846953185456012,0.135772299988861
"37","ANT_YPP_Indirect",":=","(ANT_FSU*FSU_YPS*YPS_YPP)+(ANT_TGW*TGW_YPS*YPS_YPP)","ANT_YPP_Indirect",0.0423378696323931,0.0147511344436379,2.87014329604006,0.00410285819589284,0.0134261773917544,0.0712495618730317
"38","EMP_YPP_Indirect",":=","(EMP_FSU*FSU_YPS*YPS_YPP)+(EMP_TGW*TGW_YPS*YPS_YPP)","EMP_YPP_Indirect",0.0657536818909079,0.0154002282697508,4.26965631542368,1.95774403290994e-05,0.0355697891285007,0.095937574653315
"39","SPD_YPP_Indirect",":=","(SPD_FSU*FSU_YPS*YPS_YPP)+(SPD_TGW*TGW_YPS*YPS_YPP)","SPD_YPP_Indirect",-0.11411943573421,0.0123506157763608,-9.23997943103658,0,-0.138326197842769,-0.0899126736256502
"40","FLA_YPP_Indirect",":=","(FLA_FSU*FSU_YPS*YPS_YPP)+(FLA_TGW*TGW_YPS*YPS_YPP)","FLA_YPP_Indirect",0.0858500273299186,0.0125749745281446,6.82705377555826,8.6675111532486e-12,0.0612035301482466,0.110496524511591
"41","FSU_YPP_Indirect",":=","(FSU_YPS*YPS_YPP)","FSU_YPP_Indirect",0.35658430962694,0.0142112076850568,25.0917668314629,0,0.32873085438741,0.38443776486647
"42","TGW_YPP_Indirect",":=","(TGW_YPS*YPS_YPP)","TGW_YPP_Indirect",0.18063423616614,0.00847968274588114,21.3020040465405,0,0.164014363383887,0.197254108948393
"43","SPS_YPP_Indirect",":=","(SPS_YPS*YPS_YPP)","SPS_YPP_Indirect",0.200763508533082,0.00923177152827225,21.747018751303,0,0.182669568824166,0.218857448241998
"44","RTC_YPP_Direct",":=","(RTC_YPP)","RTC_YPP_Direct",0.62432102585717,0.0198777491486905,31.4080342390425,0,0.585361353432015,0.663280698282325
"45","RTC_YPP_Indirect",":=","(RTC_FSU*FSU_YPS*YPS_YPP)+(RTC_TGW*TGW_YPS*YPS_YPP)","RTC_YPP_Indirect",-5.32712728917193e-05,0.012192721023864,-0.00436910454913672,0.996513970026562,-0.0239505653532096,0.0238440228074261
"46","YPS_YPP_Direct",":=","(YPS_YPP)","YPS_YPP_Direct",0.512059732839684,0.0187962031840418,27.2427217255466,0,0.475219851552865,0.548899614126503
